Simulation, 22, Num of Nodes, 12
Block Height, Block Hash, Time Stamp, Received Time Stamp, Extra Bits
1, 0x0003bc6b30f77710a484692f9eab9f03d427a14114b5eef067280cc147eb624a, 1701155007394, 1701155008537, 0.2258265679
2, 0x00007827842cfc04908068ab5130a4e0d358d62e94167d4a4fdba75d7734fa36, 1701155009476, 1701155009966, 3.2185799229
3, 0x0002636c1fbf534afd9272214736582556913eaf8b9ac8fb3aab528b82e882f7, 1701155015652, 1701155015669, 0.8712996181
4, 0x00030b030759b84a2be7993a66e60b19f13d2b6afc634173bde1ab50ebfa4106, 1701155016286, 1701155016316, 0.5218236912
5, 0x000260efb1ed668c3ac03c3d5bcad75ead3891287f2b53541481419f68c7a457, 1701155017431, 1701155017438, 0.8771775917
6, 0x000168fb1f8193899c2fe4a5c9a543c49297854c6c1d4595dccfb67708dab8ba, 1701155017655, 1701155017675, 1.6315462280
7, 0x0000e16be4bd234c5dfc109ede06e15081fd5384b9ba204747dba2897e6d8e61, 1701155018844, 1701155018877, 2.3108440704
8, 0x0003b3b2f8fda4df8269f6d321cdd580a1a102ab60302fb31f591672e8b81a06, 1701155020479, 1701155020494, 0.2390398443
9, 0x000082e22398e1596a0256ffa4a4356790cc12158f5aaa081aa8a45f4afefece, 1701155020523, 1701155020543, 3.0951872874
10, 0x000042086e4c1a8c7324113f04a77d1216246c1908d8c97a0a128ed70599861e, 1701155021272, 1701155021290, 4.0822112969
11, 0x0000134a1df02d37b36214bc293e0b69d25c27f23ff569502189108a43005a5f, 1701155021478, 1701155021513, 5.8575798318
12, 0x00045434036bb579de6c9e598f1bd75d60f851f8b1372f6687262041fc728232, 1701155022650, 1701155022679, 0.0133184267
13, 0x000022ef0ea1b673420a15427ed40c037ac330e2debbe0ca78d815512bf80e42, 1701155023706, 1701155023733, 5.0007727387
14, 0x00014edf72cdec86d4cd9c9fb4faf5f80a288b67ddfe6eab64b011263568a109, 1701155024926, 1701155024947, 1.7398555357
15, 0x0002863d1dd4814d19af68841ca8ba36c5900e3344fbe0623139c8ec7929112e, 1701155026788, 1701155026819, 0.7914016997
16, 0x0000834e07242397f7eb0ef6f3a47c584448f814fb04def75cb4965aeeb095db, 1701155026935, 1701155026960, 3.0905493122
17, 0x00023fb4268094ff16755fd5dd526d28c3c8709f5b9deff65abfc5bcbe798aef, 1701155027057, 1701155027083, 0.9581424143
18, 0x0000e4dd1c345a5db162d2831755a3fb98410dd97a4962df0d251360cb794bce, 1701155027138, 1701155027155, 2.2889802011
19, 0x000256d0d69430341fae089ac47cc5d18bad1532ed7ddad6efdb625f03920ea7, 1701155028553, 1701155028584, 0.9013567041
20, 0x00029ef0ace4ed434d208c9f9b062bc1457e09cebe26a80ddffaec9a4085a3f8, 1701155030203, 1701155030228, 0.7372848763
21, 0x00007b3327b75b4f71505f4fac1569deada4fd8965b209ee7f1efe520823b1d7, 1701155030442, 1701155030477, 3.1824687259
